timestamp,level,code,message,location
2026-08-19 22:16:01,warn,HT71,HOT 53C,S6C01
2026-08-19 22:16:09,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:16:09,warn,HT72,HOT 51C,S6C02
2026-08-19 22:16:14,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:16:14,warn,HT71,HOT 53C,S6C01
2026-08-19 22:16:20,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:16:20,warn,HT71,HOT 53C,S6C01
2026-08-19 22:16:23,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:16:23,warn,HT72,HOT 53C,S6C02
2026-08-19 22:16:24,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:16:25,warn,HT71,HOT 54C,S6C01
2026-08-19 22:16:43,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:16:43,warn,HT72,HOT 52C,S6C02
2026-08-19 22:16:53,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:16:53,warn,HT72,HOT 53C,S6C02
2026-08-19 22:18:04,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 22:18:04,warn,HT73,HOT 53C,S6C03
